Ville_Recherche,Titre,Prix,Surface_m2,Pieces,Type,Ville_Reelle,CP,Adresse_Texte
Marseille,"Vends cause retraite, Mas ancien, aux portes d’Arles avec dépendances exploitées en 4 locations de gîtes saisonnières et 4 locations meublées annuelles, toujours en activité, de très bon...",1181250,355.0,14,Maison,Tarascon,13150,"Tarascon, 13150, France"
Marseille,"Fontvieille lotissement Saint-Benoît, sécurisé et clos 
 6 terrains à bâtir à partir de 255 000 €.",255000,600.0,0,Autre,Fontvieille,13990,"Fontvieille, 13990, France"
Marseille,"Exclusivité, rue Sainte. Au sein de la résidence des années 1980 Les Hauts du Vieux Port, studio de 20,17 m² au 3è étage sur 7, avec ascenseur. Il comprend un couloir avec placard, une salle de...",97000,20.17,1,Appartement,Marseille 1er Arrondissement,13001,"Marseille 1er Arrondissement, 13001, France"
Marseille,"Belle de Mai, T3 en excellent état dans résidence des années 1960, RDC côté cour.",138500,51.52,3,Appartement,Marseille 3e Arrondissement,13003,"Marseille 3e Arrondissement, 13003, France"
Marseille,"Au cœur du Panier, dans les 2è arrondissement de Marseille, du charme pour ce grand studio de 33 m² entièrement rénové, situé au rez-de-chaussée d’une petite copropriété de 4 lots. L’appartement...",128000,33.34,1,Appartement,Marseille 2e Arrondissement,13002,"Marseille 2e Arrondissement, 13002, France"
Marseille,"Au cœur du Panier, dans les 2è arrondissement de Marseille, du charme pour ce T2 de 34,3 m² entièrement rénové, situé au 2è étage sur 3 d’une petite copropriété de 4 lots. L’appartement comprend...",138500,33.34,2,Appartement,Marseille 2e Arrondissement,13002,"Marseille 2e Arrondissement, 13002, France"
Marseille,"T2 à rénover vendu loué (locataire protégée, loyer de 770 euros dont 80 euros de charges).",115000,40.92,2,Appartement,Marseille 1er Arrondissement,13001,"Marseille 1er Arrondissement, 13001, France"
Marseille,"Salon de Provence - APPARTEMENT de type 5 de 101m²,quartier Pavillon/ IUT   proximité centre-ville -  Au 1er étage d'une résidence avec ascenseur - Appartement lumineux et fonctionel, 5 pièces...",275300,96.0,5,Appartement,Salon-de-Provence,13300,"Salon-de-Provence, 13300, France"
Marseille,"34, bd Garoutte 13012 Marseille - Appartement T3, 55 m² environ, composé d'une entrée, séjour ouvrant sur balcon, cuisine séparée ouvrant également sur balcon, dégagement avec grande penderie,...",160000,54.84,3,Appartement,Marseille 12e Arrondissement,13012,"Marseille 12e Arrondissement, 13012, France"
Marseille,"Situé en plein cœur de Saint-Martin-de-Crau, sur un axe très fréquenté, cet ensemble immobilier rénové de 600 m² offre un fort potentiel locatif et de valorisation. Actuellement exploité en Hôtel...",2438000,600.0,0,Autre,Saint-Martin-de-Crau,13310,"Saint-Martin-de-Crau, 13310, France"
Marseille,Propriété d’exception au centre du village d’Eygalières,4700000,468.0,15,Maison,Eygalières,13810,"Eygalières, 13810, France"
Marseille,"Immeuble entier à vendre, hors copropriété, situé à ARLES (13200) au cœur du centre historique, composé comme suit : 
- Au sous-sol : une cave voûtée de 11,5m2 environ ;
- Au rez-de-chaussée : un...",295000,115.0,0,Autre,Arles,13200,"Arles, 13200, France"
Marseille,"Dans un petit lotissement proches toutes commodités au cœur de Velaux, agréable et lumineux pavillon de plain pied, bien entretenu, édifié sur une parcelle d'environ 400m² avec piscine et grand...",472000,82.0,5,Maison,Velaux,13880,"Velaux, 13880, France"
Marseille,MAISON DE VILLAGE COMPOSEE DE 2 LOGEMENTS + JARDIN ET DOUBLE GARAGE,315000,210.0,8,Maison,Cabannes,13440,"Cabannes, 13440, France"
Marseille,MAISON INDIVIDUELLE  AVEC GARAGE et jardin au calme,275000,75.0,3,Maison,Saint-Rémy-de-Provence,13210,"Saint-Rémy-de-Provence, 13210, France"
Marseille,"Située dans un quartier recherché de Maussane-les-Alpilles, cette propriété pleine de charme se compose d’un mas ancien en pierre, mitoyen d’un seul côté et sans vis-à-vis, offrant une superficie...",920000,226.0,6,Maison,Maussane-les-Alpilles,13520,"Maussane-les-Alpilles, 13520, France"
Marseille,Charmante propriété de caractère avec piscine et dépendance,1500000,145.0,6,Maison,Maussane-les-Alpilles,13520,"Maussane-les-Alpilles, 13520, France"
Marseille,"Maison de caractère de 221 m² habitables édifiée sur un terrain d’environ 2 000 m², offrant une magnifique vue sur l’étang et située dans un quartier résidentiel très calme, sur les hauteurs.
 Le...",850000,221.0,7,Maison,Saint-Mitre-les-Remparts,13920,"Saint-Mitre-les-Remparts, 13920, France"
Marseille,"GRANS , quartier Mary Rose , Résidence Les Balcons de la Touloubre --- VENTE IMMO INTER ACTIF --- Villa climatisée des années 2020 type 4, de 84.36 m² au sol et de 82.36 m² habitable,  édifiée sur...",335000,82.39,4,Maison,Grans,13450,"Grans, 13450, France"
Marseille,"Vous rêvez de bâtir la maison de vos rêves ? Ne cherchez plus ! Découvrez ce magnifique terrain constructible de 1313 m², offrant une emprise au sol de 10 %, idéal pour réaliser vos projets. D'une...",270000,1313.0,0,Maison,Destrousse,13112,"Destrousse, 13112, France"
Marseille,"Maison à rénover offrant de beaux volumes, un beau jardin et un potentiel exceptionnel à saisir !!",370000,100.0,4,Maison,Destrousse,13112,"Destrousse, 13112, France"
Marseille,"Au  cœur du village, ensemble immobilier composé de 2 logements chacun avec son propre compteur",150000,108.0,7,Maison,Cabannes,13440,"Cabannes, 13440, France"
Marseille,À vendre : Charmante maison T4 à rénover dans un lotissement paisible !,209000,65.0,4,Maison,Marseille 15e Arrondissement,13015,"Marseille 15e Arrondissement, 13015, France"
Marseille,Tarascon maison d'environ 119 m² sur un terrain  clos et arboré de 529 m².,386000,119.0,6,Maison,Tarascon,13150,"Tarascon, 13150, France"
Marseille,EN EXCLUSIVITE - BD CHAVE - APPARTEMENT TRAVERSANT TYPE 3 66 M2 + CAVE - QUARTIER DU CAMAS,220000,66.0,3,Appartement,Marseille 5e Arrondissement,13005,"Marseille 5e Arrondissement, 13005, France"
Marseille,"Beau volume pour ce T2 soigné, bien agencé, avec place de parking en sous-sol",158000,54.13,2,Appartement,Marseille 15e Arrondissement,13015,"Marseille 15e Arrondissement, 13015, France"
Marseille,Un box-garage dans la résidence Clary prix : 15 000 € + commission : 1 000 €.,15000,13.74,0,Autre,Marseille 3e Arrondissement,13003,"Marseille 3e Arrondissement, 13003, France"
Marseille,"Un grand appartement de 180 m² en rdc avec cour extérieure, terrasse et stationnements.",645000,179.31,7,Appartement,Marseille 6e Arrondissement,13006,"Marseille 6e Arrondissement, 13006, France"
Marseille,A vendre : un grand appartement de 145 m² loi carrez sur le Cours Lieutaud,220000,145.48,6,Appartement,Marseille 6e Arrondissement,13006,"Marseille 6e Arrondissement, 13006, France"
Marseille,"Résidence Chateau Sec Altitude 117 13009 - Appartement T3/4, 83.08 m² , composée d'une entrée, séjour climatisé ouvrant sur grand balcon, salle à manger (ou 3ème chambre) avec balcon, dégagement...",182250,83.08,4,Appartement,Marseille 9e Arrondissement,13009,"Marseille 9e Arrondissement, 13009, France"
Marseille,Grande propriété sise à PEYPIN : Villa de 180 m² avec dépendances et garage de 45 m².,720000,180.0,7,Maison,Peypin,13124,"Peypin, 13124, France"
Marseille,"*** SOUS  OFFRE *** Appartement 2 pièces, A rénover",99000,34.29,2,Appartement,Marseille 5e Arrondissement,13005,"Marseille 5e Arrondissement, 13005, France"
Marseille,"Exclusivité, Bd de la Libération, grand appartement T3 traversant  de presque 98 m², à rénover.",260000,97.97,5,Appartement,Marseille 1er Arrondissement,13001,"Marseille 1er Arrondissement, 13001, France"
Marseille,"SENAS - Vente IMMO INTERACTIF - qaurtier du chemin du Pigeonnier, proche du centre-ville - Maison récente T5, plus un studio attenant, jardin, piscine - cusine d'été surde 700m² de tarrain -  PRIX...",390500,161.5,6,Maison,Sénas,13560,"Sénas, 13560, France"
Marseille,"Vendu loué, résidence les Roches (10è arrondissement), T3 traversant de 64 m²",155000,64.05,3,Appartement,Marseille 10e Arrondissement,13010,"Marseille 10e Arrondissement, 13010, France"
Marseille,"Dans le charmant village de MOURIES en plein centre, jolie maison de village comprenant : séjou...",230000,80.0,4,Maison,Mouriès,13890,"Mouriès, 13890, France"
Marseille,"SALON,  Lotissement le Chapitre , Villa Phenix de Plain-Pied  de Type 4 de 86.09 m² habitable, comprenant : entrée, cuisine indépendante, séjour/salon climatisé, 3 chambres dont une climatisée,...",333334,86.09,4,Maison,Salon-de-Provence,13300,"Salon-de-Provence, 13300, France"
Marseille,"T3 récent, lumineux en étage élevé, avec parking et commodités à deux pas : une opportunité rare !",239000,60.2,3,Appartement,Aubagne,13400,"Aubagne, 13400, France"
Marseille,Maison T4 de PP 104 m² avec jardin et garage à BERRE L'ETANG,399000,104.0,4,Maison,Berre-l'Étang,13130,"Berre-l'Étang, 13130, France"
Marseille,"Appartement T3, dernier étage, vue panoramique, double exposition, deux balcons",150000,59.11,3,Appartement,Marseille 4e Arrondissement,13004,"Marseille 4e Arrondissement, 13004, France"
Marseille,"Dans un ensemble immobilier à proximité du Port de plaisance et de la piste cyclable,  Très bel appartement plein sud en très bon état, vu sur la Camargue avec balcon, L'entrée de l'appartement...",160000,71.0,3,Maison,Port-Saint-Louis-du-Rhône,13230,"Port-Saint-Louis-du-Rhône, 13230, France"
Marseille,Tarascon maison de 84 m² sur un terrain clos et arboré de 357 m².,235000,84.0,4,Maison,Tarascon,13150,"Tarascon, 13150, France"
Marseille,Propriété prestige de 11 pièces cadre exceptionnel  Route Cézanne  LE THOLONET - AIX EN PROVENCE,3200000,505.0,11,Maison,Tholonet,13100,"Tholonet, 13100, France"
Lyon,"TERRAIN NON CONSTRUCTIBLE 
Maison individuelle nécessitant des travaux de rafraîchissement/rénovation.
La maison dispose de trois chambres et un bureau, d'un salon séjour séparé, une cuisine...",230000,106.53,6,Maison,Arnas,69400,"Arnas, 69400, France"
Lyon,"Appartement de type 2 situé au 4ème étages avec ascenseur d'une résidence centre ville au calme ""LE CONSULAT"" à Villefranche sur Saône d'une surface de 32,43 m². Il se compose d'un espace salon...",110000,32.43,2,Appartement,Villefranche-sur-Saône,69400,"Villefranche-sur-Saône, 69400, France"
Lyon,Tènement immobilier maison d'habitation et bâtiment à usage artisanal,500000,128.0,0,Maison,Meyzieu,69330,"Meyzieu, 69330, France"
Lyon,"Au cœur de la commune d'ECULLY (69130) et à proximité immédiate de toute les commodités. Au sein d'une copropriété sécurisée, entièrement rénovée et édifiée dans un grand parc arboré de plus d'un...",450000,116.0,5,Appartement,Écully,69130,"Écully, 69130, France"
Lyon,"LIMONEST (69760)
Adresse : Route du Puy d'Or 

Beau Terrain de 3180 m² avec vue dégagée en zone constructible sur le haut et zone naturelle sur le bas.
Une parcelle est située sur 2 zones du PLU :...",471153,3180.0,0,Autre,Limonest,69760,"Limonest, 69760, France"
Lyon,Appartement avec cave et balcon et proche du centre ville,155000,61.0,4,Appartement,Villefranche-sur-Saône,69400,"Villefranche-sur-Saône, 69400, France"
Lyon,"Venez découvrir cette maison élevé sur sous-sol située sur la commune d'Arnas. Elle se compose d'un salon séjour avec accès à une agréable terrasse sans vis-à-vis avec vue sur la campagne, d'une...",219000,71.0,4,Maison,Arnas,69400,"Arnas, 69400, France"
Lyon,"Maison à vendre – Porte des Pierres Dorées (114 m², terrain 2210 m²)",280000,114.0,7,Maison,Porte des Pierres Dorées,69640,"Porte des Pierres Dorées, 69640, France"
Lyon,"A CRAPONNE centre, rue centrale, dans une petite copropriété de 3 étages de 1995 bien entretenue :
Grand appartement de type T2 de 55 m² avec balcon-terrasse et garage fermé.

Cet appartement se...",239423,55.09,3,Appartement,Craponne,69290,"Craponne, 69290, France"
Lyon,"EN PLEIN COEUR de la petite commune de BRINDAS, maison en pierre du début du 20ème siècle.
Beau potentiel pour cette maison pleine de charme, en pierre et pisé, située en plein centre de...",399000,107.0,5,Maison,Brindas,69126,"Brindas, 69126, France"
Lyon,"A Lyon 3ème, dans une copropriété rénovée en 2022, grand appartement type T2 de 57.5 m² (possibilité de T3).
Traversant est-ouest, il bénéficie d'une belle luminosité.
Belle hauteur sous plafond...",208000,57.57,3,Appartement,Lyon 3e Arrondissement,69003,"Lyon 3e Arrondissement, 69003, France"
Lyon,"Sur une belle parcelle de plus de 1220 m², à proximité immédiate du centre de GREZIEU LA VARENNE et de ses commerces et transports:
Une maison de 1968 édifiée sur deux niveaux de 90m²...",400000,177.0,8,Maison,Grézieu-la-Varenne,69290,"Grézieu-la-Varenne, 69290, France"
Lyon,"Sur une belle parcelle de plus de 2000m², maison familiale proche des commerces.

D'une superficie de 150m sur deux niveaux, elle se compose au rez de chaussée d'une entrée, d'un séjour salle à...",650000,150.0,6,Maison,Brindas,69126,"Brindas, 69126, France"
Lyon,"PLACE GUICHARD/ BOURSE DU TRAVAIL
Adresse : rue André Philip 

Excellent emplacement, proche de toutes commodités (métro, gare, tram, écoles, commerces...).
Appartement type T4 de 87,56 m² au 10...",470000,85.24,4,Appartement,Lyon 3e Arrondissement,69003,"Lyon 3e Arrondissement, 69003, France"
Lyon,"Appartement de type 2 situé au 6ème étage à Gleizé rue des Grillons d'une surface de 69,13 m². Il se compose d'un salon séjour lumineux et sans vis-à-vis donnant accès au balcon, d'une cuisine...",172000,69.13,2,Appartement,Gleizé,69400,"Gleizé, 69400, France"
Lyon,Un appartement de deux pièces lumineux en bon état situé au septième étage.,310000,53.16,2,Appartement,Lyon 6e Arrondissement,69006,"Lyon 6e Arrondissement, 69006, France"
Lyon,POLEYMIEUX AU MONT D'OR dépendance en pierres à aménager sur 1100 m² de terrain,439000,150.0,2,Maison,Poleymieux-au-Mont-d'Or,69250,"Poleymieux-au-Mont-d'Or, 69250, France"
Lyon,"Au 5ème étage, un appartement comprenant: hall, salle de bains, wc, cuisine, salon, une chambre",240000,61.78,4,Appartement,Lyon 3e Arrondissement,69003,"Lyon 3e Arrondissement, 69003, France"
Lyon,"DOMMARTIN (69), maison récente 6 pièces 133m² habitable terrasse et jardin attenant 614m²",570000,133.0,6,Maison,Dommartin,69380,"Dommartin, 69380, France"
Lyon,"Maison à vendre située à Villefranche-sur-Saône, d'une surface de 80 m², construite en 1930. Cette maison à étages comprend 5 pièces, dont 3 chambres, ainsi qu'une salle d'eau et 2 WC. Le séjour a...",140000,80.0,5,Maison,Villefranche-sur-Saône,69400,"Villefranche-sur-Saône, 69400, France"
Lyon,"Ecully - T3 avec balcon et vue dégagée dans résidence rénovée avec parking, gardien et tennis.",200400,67.01,3,Appartement,Écully,69130,"Écully, 69130, France"
Lyon,"LYON 9EME - Piemente - T4 traversant et lumineux de 88 m² avec loggia 10 m², garage et cave",239000,84.54,4,Appartement,Lyon 9e Arrondissement,69009,"Lyon 9e Arrondissement, 69009, France"
Lyon,"VENTE PAR APPEL D'OFFRES - CONTACTER L'ETUDE POUR OBTENIR LE CAHIER DES CHARGES

- - - - - - - - - - - - - - - - - - - - - -

Site de la CHEVROTIERE - SAINT-DIDIER AU MONT D’OR

Descriptif de la...",7600000,1709.0,0,Autre,Saint-Didier-au-Mont-d'Or,69370,"Saint-Didier-au-Mont-d'Or, 69370, France"
Lyon,NEUVILLE SUR SAONE centre Maison T5 98m² 570m² terrain ,410880,98.0,5,Maison,Neuville-sur-Saône,69250,"Neuville-sur-Saône, 69250, France"
Lyon,"Découvrez cet appartement T4 en étage élevé (5ème) dans résidence avec ascenseur, idéalement situé au 127 Rue Léon Blum. Bénéficiant d'une situation privilégiée, vous êtes à quelques pas seulement...",249000,81.85,4,Appartement,Villeurbanne,69100,"Villeurbanne, 69100, France"
Lyon,"Lyon 6 – Rare à la vente !

Au cœur d’un quartier recherché, découvrez ce charmant T3 de 60 m² situé au 3ᵉ étage sur 7 d’une résidence sécurisée avec ascenseur.
La pièce de vie, baignée de...",340000,59.88,3,Appartement,Lyon 6e Arrondissement,69006,"Lyon 6e Arrondissement, 69006, France"
Lyon,"Craponne Centre / grand T3 (poss T4)  avec balcon, et parking au 2ème et dernier étage",260000,86.45,3,Appartement,Craponne,69290,"Craponne, 69290, France"
Lyon,"LOCAL aménagé en logement vendu loué - 28,25m²- secteur MARIETTON / VALMY LYON 9",108000,28.25,0,Autre,Lyon 9e Arrondissement,69009,"Lyon 9e Arrondissement, 69009, France"
Lyon,"Située dans un environnement calme et à proximité immédiate du centre de Brindas, cette maison indépendante des années 50 est implantée sur une parcelle arborée d’environ 350 m².
Elle se compose,...",270000,95.65,3,Maison,Brindas,69126,"Brindas, 69126, France"
Lyon,"Nous avons le plaisir de vous proposer à la vente cet appartement de type T2 situé au 5ème étage d'une copropriété bien entretenue dans le quartier du Clos Jouve sur LA CROIX-ROUSSE
Ce bien...",185000,53.32,2,Appartement,Lyon 1er Arrondissement,69001,"Lyon 1er Arrondissement, 69001, France"
Lyon,"Nous avons le plaisir de vous proposer à la vente cet appartement de type T2 situé au 1er étage d'une copropriété récente proche de la gare de VENISSIEUX.
Ce bien comprend un séjour, un coin...",167000,50.06,2,Appartement,Vénissieux,69200,"Vénissieux, 69200, France"
